,Filename,Prompt,Language,Score Level,Text
9824,1589957.txt,P2,JPN,medium,"Young people enjoy life more than older people do .
I disagre to this statement .
I have 1 reason to support my opinion .
The way of younger people and older people has diffrent ways of enjoying there lifes .

From younger people , what the olders do does n't look so enjoyfull .
I think that is because youngers have many things diffrent from the olders have .
Like strenth and ideas they have .
When a younger people spends a day , they can do lots of diffrent things .
For example , they can do any sports they want to do like soccer , tennis and any things even hard sports like american foot ball .
But when a older people spends the day , what day can do is limited .
For example , they ca n't do hard sports that move around lot , they ca n't travel as much as the youngers and lots of ather things and what they can do is like sleep , have some walk , have a chat with freinds , stay home and somethings like that .
When people look at this and had to choice from two of them , I think allmost all of the people will serect what the younger does because it looks more intertaint then what the olders do .
Allmost everybody thinks young people enjoy life more than older people do but it is n't right .

It look as if how the olders spend there life is boring .
But for the oldres , it is n't boring .
It is enjoyfull .
I can say that because it is not what you can do is enjoyful , it is
"
3049,528462.txt,P1,JPN,medium,"I agree with the statement that it is better having broad knowledge rather than supecialized in one specific area .

This is because everything in this world is related with each other and you cannot solve any problems or do something new without having other knowledge .
For instance , cooking , chemistry and biology seem all different subjects which does n't have relationship with each other .
However , they are strongly connected with each other and you wo n't be able to do any cooking without having knowledge of chemistry and biology .
You might think not all people cooking at home have had class of beth chemistry and biology .
I take your point ; what you have thought is absolutely true .
What I want to say is that you do n't need to have professional and deep knowledge of them .
For example .
if you want to cook meat , what do you do first ?
This is maybe depending on what meat you are going to cook and how tough it is and how big it is .
If this meat is too big to cook or eat , you need to cut the brock into smaller pieces .
This process involving in biology and chemistry , I do n't think you have niticed about it , but when you eat meat smaller pieces are much more digestale in the body system and it wo n't put stress onto the organs .
In the chemistry side , small meat can be quickly cooked and easily killed bacteria .
Now you can see , thousands of different areas are involved in just cooking a brock of meat .

The above is just one example of advantage of having wide knowledge .
How about in the career side ?
I suppose if you have a variety of knowledge you wo n't get bored in the whole life because if you get bored what you do at the moment you can move to the other areas and do whatever you want .

I think it is a easy thing to do new thing with having interest rather than do something which you do n't have any interest at all .

Overall , having wide knowledge helps you to make enjoyable life and live clevaly .
The above example of cooking is a example of this .
"
10640,1734751.txt,P1,TUR,high,"I both agree and disagree to this statement .

First of all , I believe that a person who lives in an academic environment should have a broad knowledge on a number of subjects .
Because the solutions to todays problems require a broad knowledge from various areas of science .
And those areas are usually interrelated to each other .
Whilst trying to find a relevant solution to an issue , a person could face many problems from a different area of science .
So , the person should at least be familiar with the most basic principles of the related areas .

I also believe , people with a broad knowledge on various subjects can easily understand the problem , find out the relevant options to solve it , and refer to the right fellow academics to get the right answers .
If one does not have a broad knowledge , he/she cannot find the way out of the difficulty he/she may face .

On the other hand , the in depth specialization in a subject is a must in todays academic studies in order to be able to get to the right solutions of the problems in a particular subject .
Todays scientific problems require so good and in depth knowledge that one should be a subject matter expert to conduct relevant procedures in order to get relevant solutions .
Who would think , without the special knowledge in the subject one could be successful ?
"
1708,292161.txt,P6,TEL,high,"Travelling is only fun when I have the freedom to do whatever I want .
So I disagree with a statement `` The best way to travel is in a group led by a tour guide '' .
Travelling in a group with a tour guide poses problems like following a schedule and following suit .

First and foremost , I travel to visit and experience places first hand to visualize beauty in my own way .
A tour guide will not only force me to view the sites through his eyes but also hinder my experience and impose other unnecessary constaints like time and schedule requirements .
The tour guide will be barking orders and giving all sorts of information that I will hear from one ear and forget it from the other .
I would like to take my own time when watching the breathtaking Niagara Falls or the mind-blowing Egyptian Spinx .

Group travelling will force me to do the same activities others are doing and so , will not allow me some time on my own .
I would be very disturbed with my loss of command over myself .
I would like to be my own boss and do things my own way .
Just because 10 people want to visit the Eiffel Tower for the second time does n't mean that I would waste my oppurtunity to appreciate the Romantic art at the Louvre .
I am just one of those people who love working and doing stuff outside a group .

In conclusion , a travelling group with a tour guide is a bad choice according to me .
I would lose my independence of thoughts and my control of choices .
I would rather voyage in peace and serenity without all the fuss of a group .
"
11859,1952524.txt,P6,SPA,medium,"I disagree with the statement .
In my opinion the best way to travel is alone by yourself .
Travelling alone you can wander for many places knowing the culture of the place that you visit .
Also you can spend your time with native people who show you the identity of such society .

When I go abroad I try to travel alone because you can know the culture and the way of life of the people .
If you travel with a tour guide you could probably know about the history of the place or other topics that you can read in a book .
When you travel alone you can wander for several places not only to the common places such as landscapes or museums .
You can walk throughout the city without a fixed schedule visiting the places that you want .

I like to travel alone instead of travel in a group .
If a travel alone I can spend a lot of time knowing native people .
I can share their customs or their way of life and learn the native language as well .
When you travel in a group you should do anything that the majority want .
If you travel in groups you would spend more time with your group than native people .
I have visited several countries and I have tried to spend most of my time with native people .

I believe that is not the best way to travel led by a tour guide or travel in a group .
If you travel alone you can learn the culture of such place like a native .
You can know many issues that you can not know if you travel like a tourist in a group .
I like to travel alone because I can spend a lot of time with native people knowing their problems and thier way of life .
Therefore , I prefer to travel alone by myself than to travel in a group led by a tour guide .
"
5590,981322.txt,P8,JPN,high,"There are many successful poeple in various fields in this world .
It can be business , sports , arts , or science .
However , there is a common thing that those successful people have : successful pople try new things , take risks , and also respect the traditions and the old ways that have been known for a long time .

For example , a tennis player cannot start creating a new way of hitting spine serve without knowing how to hit the ball properly .
The player has to go thorough the tough steps of learning basic hitting techniques before doing something new .
Therefore , knowing and respecting the traditions and the old ways is the fundemental step for the person to be successful .

However , just knowing about the past is not good enough for most cases .
Here , I will use an example of a researcher in biology lab .
Even if the researcher obtained good grades during his/her undergraduate level and have great ability of learning what other scientists have done in the past , the researcher is not granteed to be a successful scientist if she/he lacks the ability of creativity .
So , the ability to apply what the person have learned about the traditions and the old ways into new things is the second important element to be successful .

Taking risk may be the third element to be successful ; however , it is not the case in some fields .
For example , a doctor with a great knowledge and ability to adopt it cannot take risks to cure his/her patients if the doctor 's attempting and taking risks result in a number of patients ' death .
However , it is also true that surgents and physicians often take risks in operation room in order to help thier patients .

Finally , being successful is not neccessary important , and maybe it is not something other people judge if the person is successful or not .
As long as the person is satisfied with his/her life and provides a great influences for the world , the person can be considered as `` successful '' .
"
10612,1729831.txt,P1,TEL,medium,"Specialisation and having a broad knowledge of many different subjects are both equally important .
Both specialisation and general knowledge should co exist together for a society to evolve Specialists are the people who study deeply about a specific subject .
They try to gain as much knowledge of the subject as possible .
Specialists are needed where the surface knowledge about the subject is not enough .
For example if a patient is having a skin problem , initialy a general practioner will try to find a cure , but if the problem is too deep then a skin specialist comes into the picture .
So a specialist is needed whenever a problem is too specific .
But a specialist has a danger of getting isolated in his own work and miss the big picture Having a broad knowledge helps a person to see the big picture .
It helps a person to see the co relation between different things .
The problem is viewed from every angle and also in corelation to other things .
A generalist is needed to see in which direction the society is moving .
He is needed to address the bigger problems of the society .

Thus both general knowledge and specialistion are needed and should complement each other for a society to function successfully
"
6015,1027602.txt,P2,JPN,medium,"I disagree that young enjoy life more than order people do .
First of all , there are many active , fresh , lively older people .
They have many hobbies , friends , family , so they are enjoying their life .
Some older people looks like so yong !
My grandfather is also one of these people .
It seems to me he is enjoying his life .

Second , there are many yong people who do not enjoy their life .
Some yong people have no hobbies and they are not interested in anything .
For example , today , the number of NEET is increasing in Japan .
They do not want to work and stay home watching TV or eating snack and so on .
They depend on their parents completely .

So , I think that sometimes older people enjoy life more young people .
On the other hand , Some people may say that older people can not move free because of disease or injuring .
So , if they want to play sports , they can not .
But yong people can play actively .

I think this is also true .
But there are also many young people who have disease or injure .
I think it is not true that these people do not enjoy life .
I believe if there are some disability , we can enjoy our life .

I feel that to live better life , we should think anything positive , and enjoy anything !
Not related to how old you are , the person who try to live better is the person who enjoy life .
"
8117,1259835.txt,P1,ZHO,medium,"Developing a broad knowledge base on numerous academic subjects rather than specializing in one specific subject implies acquiring knowlege for the purpose of striving for quantity rather than quality .
In my opinion , broad knowledge complements or rather acts as a foundation of specialization rather than being more favourable than specialize in one specific subject .

Broad knowledge of many academic subjects have been emphasized during our early years of education since it provides students a basis or tool to raise awareness to things occuring round them and a backbone to further develop their knowledge database .

It also acts as an appetizer for people to explore different areas of knowlege and discover one that they are willing to dwell deeper into .
In addition , it secures a certain level of literacy among the population since people have sufficient knowledge to handle daily matters .

However , knowledge is about gaining in depth rather than having a broad yet shallow base .
Broad knowledge is similar to information which is easily lost and can hardly sustain .
It is by specialization in one specific subject that knowledge can be thoroughly researched , experimented , evolutioned and make a difference to the world we live in .

Civilizations take huge strides forward due to the innovation of pioneers who are specialists of their respective subjects .
Multinational pharmacuticals invest billions in research and development to sponsor laboratory experiments in developing new medicine that can treat diseases such as AIDS and malaria .
Lives are saved by the specialists ' efforts which can not be substituted by people having a broad knowledge of many academic subjects .
Laws and constitutions which act as one of the four pillars of a society is established by lawyers who are also specialists Possessing a wide breadth of knowledge is appreciated as it supports the development of specializing a specific subject which can bring paramount improvements to the world we are living in .
"
9717,1570522.txt,P2,DEU,medium,"I think its true that most of the young people in an age of 20 bi 21 enjoy there live more than wsome old people in an age of 70 bi 75 .
young poeple have all there power and do n't have to thin about there health an death .
old poeple have not so much pwer and some are rearly frightend about theire death , so they life with thoughts all around there death and so they are not so happy like young people .
But if somone is old but still hase enough power to do sports and if he will be happy too .
When the person hase an religion and believes in an life after death , it would help him or her much not to think always about there death .
So I think that young and old poeple could both be unhappy or happy in there lifes .
when I think about it I 'm comming to the result that yuo ca n't say that old people do n't enjoy theire lif as much as young people do , its different from person to person .
young people have more power than old poeple have but old people have seen more in theire lif than young people , learned more and know more .
young poeple have more problems with love , school and selfconvedence and old people have more problems with death and staieng alone .
Young people and old people enjoy there lifes otherwies .
young people make more sport or go to the disco and dance , but old people can read and learn and have no work to do who says that they ca n't enjoy that .
i think you ca n't say that young people enjoying ther lif more than old people do it i think if you enjoy your lif or not is only on evryone himself .
So if I want to enjoy my lif i 'll do it and when I 'm old I 'm the same person like now
"
5784,1006883.txt,P8,FRA,high,"I do agree with the fact that successful people have challenging careers that conducts them to have risky positions .

A successful person may be qualified in that way because he or she has been distinguished from other people who has not faced the same success .
And someone has of course many more opportunities to be distinguished in a challenging and difficult environment than is an simple one .
Actually in that last kind of environment , a lot of people may fullfill the duties in a cogent way and we generally expect them to do so , consequently it is a normal situation that does not lead to any particular kind of success .
At the opposite , by having a challenging carrer someone may face many quandaries and diverse kind of problems .
The exposition is bigger .
By being in risky positions , people are not expected to success every time , they may fail but when they manage to solve a problem or develop a difficult or new business , then they are distinguished and become successful people .

Another important point is that being in a challenging environment and taking risks allow people to break the everyday life routine .
Actually , by facing new and difficult situations , people do not have time to get borred .
Their motivation can be very huge considerating the stakes .
By following that idea we can assume that people may fullfull their duties with more enthusiasm that in less risky positions .
Actually , we can easily get bored by doing something we know well so we could give less importance for our job and replace it with other things which is not at all to be unerconsiderated .
People may have different priorities or qualities in life that are not suited to a complex environment .

For these reasons I do agree with the statement , and my opinion can be easily verified with successfull people such as politics or businessmen who faced difficult positions .
"
532,96442.txt,P6,ZHO,medium,"I 'm absolutely agree with that the best way to travel is in a group led by a tour guide .

Travel in a group can solve the problem of boring because you can talk to people who share the commom interests as you are .

Furthermore , travel in a group will be more secure rather than travel alone especilly to those chaotic areas in the destination .

And travel in a group led by a tour guide will reduce the rate of missing famous places and worth seeing sceneries .
Because guide is a person know the place well and he know at which sesason , at what time , where is beautiful and he also can lead tourists to visit avoid the peak time which is very convient for tourists .

Then , travel in a group can make a lot friends during the vacation and can enhance the relationships .
OUr human beings are not isolated ones , we need to communicate .
And in the modern society , whatever organizations or bussiness companies oe even universities all require people have the abilities to work or study as a group .
I had an experience which was impressive .
When I was a junior high school student , my teacher asked us to draw a pitcure which we though is the most beautiful one .
So we began to draw seperately without disscusion .
After a while , each students showed their pitcures which all presented very pale in meaning except one which combine the work of two students and which showed a more meaningful and more various color in it .
Yes , the teacher wanted us to know sometimes work with our partner and shared both valuable things would attribute a amzing result which maybe could not predict .

If travel in a group , we can exercise the ability to be more cooperative and willing to help each other which will make our society more colouful and more competitive in the long run .

I highly recommend to travel in a gruop led by a tour guide .
"
5112,889852.txt,P4,ARA,medium,"I really agrea with the point that says most advertisments make products seem much better than they really are .
In fact tey have to do that to attract the customers .
As a customer , we have the choice to buy the item or not .
As i said most of the time the usually products looks much better than the are .

Every comany or shop does that .
It is just part of their business .
The more they sell means the more they are successfull in their work , and in their business .
These kind of adertisements became normal and common in these days , even though there are a few copanies say the right things about their products as they seem .

Anyway , since we know that issue , and we are so familier with it , we should buy what is good for us .
As we know each comany has its own plan to attract the customer .
In these days they even try to call you , and introduse their items to you .
You would see alot of advertisements on internet , in newspapers , in magazines .

Sometimes you might even laugh , when you see something is free .
That thing happened to me , when i was going to buy a cell phone , which has a sticker on it says free .
I was suprised , then i asked the seller he said it is not free , you just pay monthly or weekly as you like .

We see strange things that has to do with markting , because everyone wants to be the best .
Since that they try to do anything to show their items as they want .
In my openion they have the right to make products seems much better than the really are .
"
2808,486681.txt,P8,ZHO,medium,"I totally agree with the statement that successful people try new things and take risks rather than only doing familiar things .
In my opinion , successful people , especially in a business world , usually can imagine things that will happen in the future .
They can also see the trend of life therefore they can prepare for the change of life and try new things that may lead them to success .

On the other hand , people who only do what they are familiar with do not have this kind of sight and ability to create things .
To be a successful people , you have to be a pioneer to try new things .
In the business world , `` Time is Money '' .
People do not only compete with others , they also fight for time .
Time is the factor that determines success or failure .
Therefore , trying new things is the key to success .
People who do not take this kind of risks can never be success .
They are just followers following the trend that the successful people created , which makes them always a few steps behind the successful people .

Risk taking is also an important part to achieve success .
Taking risk does not mean not caring about the probability to success .
As i mentioned , successful people have the sight to see future things .
The risk taking is based on what they see in the future .
Some people just do not have this kind of talent , if they do not think things over before taking a step , they will never be succeed .
Therefore , risk taking is blended with the ability to notice how the world is changing , not just taking risks randomly .

Based on my knowledge , I totally gree that the difference between successful people and the people that will never succeed are the gut and knowledge to try new things and take risks .
Those are the keys to success .
"
5340,931099.txt,P8,JPN,medium,"I agree with this statement .
Becouse I know many people who tried new things and took risks to success .
One man came to study hair cutting to New York 30 years ago by him self .
He is japanese who I met in New York .
At that time when he came New York by ship , it was n't common at all .
Just few japanese were living in New York and nobody had n't tried to come studying hair cut .
When he came New York , he was so poor and could't speak English at all .
He did n't know how he could learn hair cutting .
So he just went into hair salon and asked to teach .
And also he tried to make friends little by little .
After few years later he got chance to have a shop .
Now he has many salon all of the world .

My father is also one person who took risks .
He is living in small city in Japan .
He is an archtecter and he has a office by himself .
So he has to do all works by himself .
I think it is a risk .
He can do everything how he wants , but when he is sick nobody do n't his job .
But he success very well becouse of it .

pe
"
7088,1122260.txt,P2,ITA,medium,"I think that it is a common opinion that young people enjoy life more than older people do .
In my opinion this is not so far from the real situation , but it can depends on what you mean with enjoy .
There many different aspects in this statement so I think that it is difficult to give a unique and clear opinion .

For instance , if you like play football you will not probably enjoy yourself if you are an old man .
A young boy is more powerfull and he can play for a long period of time , while an old man will probably lose his energy in few minutes , not so much time for a good and amusing match .

On the opposite , if you like to play your guitar , your age will not be a real problem .
Even if you are ten years old or seventy years old you can enjoy yourself as you want .

Maybe we can say that a young boy may have less problematic thought than an older person , so his innocence can let him the possibility of enjoying much more his life .

For example an adult man has many more things to do than his son .
He may have no free time so the young child can do anything he want to enjoy himself , while his father has a life full of problems , so he can not enjoy as his child .

There is an another aspect in this discussion that is of relevant imporatance .
Older people are often more rich than young people are .
So they can do anything they want , because they have much more money .
For example if you are a twenty years old boy and you like yacthing you may have some problem to buy one yacht .
Maybe you will buy it in your adulthood .

At the end I think that the foundamental aspect of the topic is the possibility to be sick when you became an old man .
This is a big problem and makes me think that if you are a young person you will enjoy much more your life .
"
3147,546031.txt,P4,ARA,high,"I totally agree with this statement because many were those who were the victims of t.v ads , in advertsements the only intrest of the advertiser is to promote an object , an idea or a newly launched product not caring whether it might affect the consumer in a positive or negative way or if it was a product intended for internal , use if it might cause any bodily damage .

Ads are the best way also to increase the sales of a product so overall it is mainly to increase sales and thereby profit .
For example i have seen many ads on tv promoting for weight loss pills , or even shorts that when worn during exersice increases prespiration .
Some weight loss pills are FDA approved others arent which might cause severe drug - drug interaction or even food-drug interaction resulting in severe damage to health .

As for the shorts if not washed frequently , might also cause severe skin conditions .
Other things like topical creams that when applied can redeuse 1 or 2 or 4 inches from the waist or hips as stated by the ad can just make people more lazy , by believing the ad they buy it and use it then sit around the whole day snaking and watching tv thinking that a miracle will happen .
When the results are negative they just loose hope and look for another product or quit trying altogether .

Other products include skin care products that make wrinkles disappear , they have the same harm if they are not approved and if they are not being officially sold in pharmacies .
There are also ads promoting for long vacations in some luxurious resort , the idea may be appealing but on arrival there might be lack of facilities and some problems that were not specified in the ad which might make the holiday tiresome .
"
2354,407820.txt,P2,SPA,low,"I may agree with the statement or may desagree .
The enjoying in life depends of young people and older , like elderly people .

Young people would rather to spend time on computer than to read a book if they have had the oppotunity to choice between them .
The most f elderly people might choice to read a book , and another younger people may choice any way .

Young people like child or teenagers migth expect life to show many ways to make them happy or funny .
That is why there are in their minds how come they spend good time and easy life .

They have their parents or tutor support their studies and even support life style and they are not able to spend these kind of things ..
In the other hand , older people should make ends meets to life , if they did colect enough money , or life by their jobs , depends the case .
Most of them have on their mind the way to spend life , that is way , they do not expected the life to show an enjoy life .
They might think to spend a good life trying to enjoy , however it is too difficult , enjoy and spend good life everytime , than the most of young people are able to get .

The psicology of both kind of person are quite different , but in same cases older people could get good life and enjoy life .
Their jobs and professions get to them a nice way to life .
"
2112,363617.txt,P5,ZHO,high,"Today , the world has grow on a rapid pace with fast development and high technology .
Through the innovatives of scientists and engineers , cars become part of our everyday life .
In my opinion , the numbers of cars would increase instead of decreasing in twenty years ' time because cars are convenient , traffic systems are improving and lack of alternatives .

On average , each house has at least two cars in my neighbourhood .
This example applies to most of the urban and sub-urban cities around the world too .
I strongly think that cars are the most convenient and easy means of travelling on roads .
Compared to motorcycle or bicylce , it is less dangerous and it could accommodate more passengers .
These qualities are equally important to the people in future whether the distance between one place to the other is short or long .
Consequently , the number of cars would easily increase .

Besides , cars are undeniably the most important vehicle in the world when it comes to travelling on road .
As countries all around the world racing to develop their traffic systems , it is proven that cars serve as the best travelling medium .
With the government working on ways to reduce traffic problems and improving the condition of roads to facilitate more cars , it is believed that the usage of cars are highly encouraged .
Therefore , more people would remain or resort to cars as their main vehicle when it comes to travelling .

In addition , there is no adequate alternatives to substitute the usage of cars .
Due the convenience and easy-accessible of cars , many would resort to cars instead of other forms of transportation .
For example , the train .
Although it is an environmental friendly type of public transport , the construction of the stations and railways would costs the government an exorbitant amount of money .
It is rather impossible to connect the whole country with train services .
Thus , cars are still the main option for the people in twenty year 's time .

Despite the forever increasing price of gas or petrol , and also the number of road accidents , in twenty years there will not be fewer cars in use .
With the cooperation between the government and the people , those minor factors could be resolve while the people could enjoy fully the benefits of using cars .
"
885,144911.txt,P3,JPN,medium,"I agree that young people nowadays do not give enough time to helping their communities .
That is because young people are busy on their business time and on their private time .
Let me explain why young people are busy on those two time .

On business time , young people are apt to have a lot of tasks comparing to a business person in 20 years ago .
In this two decades , most of companies in the world have been decreasing a redundant costs .
So a lot of workers is dismissed .
Consequently business persons who can avoid lay off have a lot of tasks which dismissed workers have .
In my case , I work at a famous bank in Japan which is Bank of Tokyo Mitsubishi .
I always work from 9 am to 22 pm because of having many tasks .
Bank of Tokyo Mitsubishi made lay off in last year.2000 workers were dismissed .
In my department which is composed of 8 bankers , two old bankers were dismissed .
So the tasks for 6 bankers increased .
Therefore I do not have a enough time to helping my communities in weekday .

On private time , young people are also busy .
Young people have a lot of media , for instance mobile phone and internet , comparing to a person in 20 years ago .
So young people are apt to spend a lot of time for using those medea .
For my experience , my mobile phone ring 20 times in a day .
My parents and friends always telephone me .
Additionally I was recieved 50 e-mails in a day .
So I need a lot of time for responing those calling and e-mails .
I do not have a enough time to helping my communities on my private time .

As a mentioned so far , I agree that young people nowadays do not give enough time to helping their communities .
As developing of business and techenology , we are tend to be busy
"
6999,1114352.txt,P1,KOR,medium,"Is it better to have broad knowledge of many academic subjects than to specialize in one specific suject they choose ?
It is not so easy to say which is more desirable .
Often it seems to be dependent on the characteristics of the person .
But I disagree with the statement that it is better to have broad knowledge concerning many areas than to specialize in one specific subject for the following two reasons : firstly no one can reach the full knowledge of every aspect , secondly it is more profitable for each person to study in his or her own area and then share the result .

At first , no one grasp the entire knowledge of every subject .
What is easy to scientists may not be easy to sociologists .
Also What is natural to sociologists may not be natural to scientists .
We have the limitation of intelligence , thoug we do not have the limitation of interest .
So if you try to have broad knowledge of many academic subjects , eventually you can find your knowledge very superficial .

In addition , it is more desirable for each person to study in his or her own area and then share the result .
For example , life scientists concentrate their capacities on studying the system of life .
Their result helps many people who do not know about the system of life .
That is more helpful for our society .

All things considered , it is better to specialize in one specific subject thant th have broad knowledge of many academic subjects in respect of individual ability and social advantage as well .
"
10663,1739586.txt,P8,JPN,medium,"I agree the idea that successful people try new things and take risks rather than only doing what they already know how to do well .
It is certainly true that taking risks sometimes scares person and make hesitate to doing something new .
However , I have seen people who get to succeed due to taking risks in thire life .

First of all , It is often said that high risk makes high returns .
My father-in law invest the almost of his saving and posetions on bigining a new bussines when he was in mid twenties .
It is really challneging incident .
He resighed the company he worked as a employee .
It meaned he lost his stable and countinus income .
If the invest was failed , it is difficult to live form tommorrow .
He could not afford his wife and children at that time .
However , he 's bussiness was succeed and he earn much money than before .
He could make his children to take a good education and he is living without financial worries now .

Secondly , this is not such a successful story but may be my trivial experience .
I tend to try new things always .
For example , I often go to the new restaurant to seek the new receip and taste .
Sometimes it ends to fail because new taste was not suitable for my favourite .
However , I feel very excited when I looking for new rentaurant and this proccess makes me happy .
I lrealized from my experience that seeking for something new makes people happy and excited .
I think that this is essential and important atittude to lead success in one 's life .

Finnaly , I think that it is boring only to do what they already know how to deal with .
It would make your everyday life routine work .
We feel excited only when we have some stimulates from new things .

From avove three reasons , I definitly agree the idea that successful people try new things and take risks rather than only doing what they already know how to do well .
"
11735,1933286.txt,P3,TEL,medium,"World is sustaining with the presence of helping nature and abundant love among one another .
Our history showed the developing changes in the nature of survival .
Human nature described with the competitive nature since the beginning .

Darwin beautifully describedthe survival of the fittest .
The struggle for the existence showed the declinining the values among the men .
From the paleolithic era to present the forming of colonies and the groups are the end results for the struggle for existence .

History has provided the volumes of evidence of wars and the other scrupulous desasterful acts of the dynasties .
In the present fast growing modern world the nature of helping our co-existing being has declined .
I do agree with statement sice im the victim of one .

Worlds development is accelerating day by day .
People are ready to enjoy the fragrance of lily of success that living like an oak tree years together .
People specially the young generation is not at all considering about the development of the commmunity .
The fear of lagging behind in the progress of academic career is the one of the major factor for why young generation is neglentant .

Scientifical development is another factor for this .
Sofistication of living is increasing the density of the population and widening the distance of lives .
Inorder to catch the fancies in life the young generation is darkening their lives .
They are driving their lives into pandemoniums .
They are making their lives miserable by neglecting the humanitarian nature in helping the society .
They are not even ready to know whats happening at the next door .

There are the people who are trying to bring up the attitude of developng the community fever .
Government has brought somany vocational training programes to develop the conscious of the society .
Bringing awareness among the community regarding the contaminative diseases and work for research developments .

Tax benefits for fund raisings for the poor are one of the developing acts that government has taken up .
The young generation is improving their attitude toward the community consious .
The young generation is abiding with all the needs of the communities .
In recent times the young generation is taking the initiative steps in shaping their communities and leading them to progressive lands .

Inorder to get greater change among the young generation the community of ealders should come forward and educate the children for the commonhood .
Thus the community can enjoy the prosperity and progress .
Then the community can produce further more responsible citizens .
"
5262,914382.txt,P2,ZHO,medium,"Older people enjoy life more than younger people because of time , money , and freedom .
Although they do n't much more spirit than the young people , they value enjoying life more than young people .

Older people cannot live in the world with a long period of time , so they try to enjoy life with their sons , daughters , wives , or husbands .
They try to spend much more time on their families , besides spending time on working .
It is because many of them are retired or work less than young people .
Young people always spend their time on their works , without enjoying life with their families .
So , older people have more spare time to enjoy life with their families .

Moreover , older people realized that they have so many things , which they want to do most .
And they cannot do them when they were young .
For example , they want to travel around the world .
They have much money and so much time to travel around , which compares to young people .
If you do n't have enough or much money , how can you enjoy better life .
Many people do n't have much money because they need to buy a house for their life in the future , their saving accounts do n't have enough money for them to enjoy life .

Older people have less things to care about .
For example , older people , who is over fifty years old , do not need to care so much about their sons ' or daughters ' education , or their daily lives because they are mature enough to take care of themselves or supports their own live .
Older people have much more freedom , so they can enjoy life without any worries .
They have more opportunities for them to do other things with lots of freedom .

In the conclusion , young people have many limitations which cause them enjoy life less than older people .
"
10627,1731993.txt,P5,DEU,high,"In the following text I discuss the question if in twenty years are fewer cars in use than today .
First of all you have to take into consideration the country you are talking about , because I am sure it is too difficult to discuss the development of car sales for all over the world .

In my case , I am going to talk about the amount of cars in Germany .
As far as I know , Germany is already one of the countries that has a very high rate of car users .
That is why it becomes harder to sell more and more cars .
Moreover it is important to know that cars are not cheap at all .
Thus , the wealth of a country influences the car sales as well .

In Germany there is one more factor .
The greens are an important power in the german government .
That can be explained by the wish of minimizing the pollution .
People do not want to see their children growing up in a world full of cars which pollute the air .

On the other hand scientists always try to improve the quality of cars and it is possible , that they will invent a car which will not pollute our environment anymore .
So I am sure , such a car would lead to more cars in twenty years .

One huge disadvantage of cars is the trouble on the streets .
In my opinion it is horrible to cross a bigger city like Berlin or London by car .
It usuallz takes several hours and even if you have been in a good mood , you will be in a very bad mood after the third traffic jam .
Compared to cars it is so much more comfortable to take the underground in a big city .
More and more young people want to live in the city and they grew up with ideas of how to avoid pollution and that is why I think in twenty years will be fewer cars in use than there are today .
"
6688,1085283.txt,P7,FRA,medium,"I disagree with the statement that it is more important for sudents to understand ideas and concepts that it is for them to learn facts .
Facts are things that are true no matter what and in pretty much every scenario .
Although ideas and concepts can vary .
Ideas are what a person or a group of people believe and may not be one hundred percent concrete .
Concpets can be altered , modified or even proven to be false .

A fact would be , what goes up must come down .
That is a proven fact .
No matter where you are on earth , whatever is launched up into the air not matter how high , it will eventually come plumitting down back to earth due to the gravitational pull .

An idea and concept on the other hand would be the evoluion from monkey to man .
This is just an idea nothing is for certain about this hypothisis or concept .
Many people may believe other wise that man kind originated from Adam and Eve and that they both lived in the garden of Eaden .
Although one may be more believable then the other they are just ideas and different concepts made up from different people whom may have influeneced others .
That is another problem with ideas , they can be forced upon a person .
It is not like a fact which are impossible to be proven false .
There for you no choice in believing it .
On the other hand , an idea or concept there is reason to doubt .
"
1539,257665.txt,P1,FRA,high,"According to me , I think that it 's better to have broad knowledge of many academic subjects than to specialize in one specific subject .
It allows us to have knowledges in differents domains , to understand so many things and to posses all the basis in order to choose a specialization , in case of one .

Firstly , I think that a broad knowledge of many academic subjects gives us a very wide range of informations .
This range of informations permits us to become aware of a lot of things , subjects and topics .
We can learn so many notions that it would be a pitty of not integrating various knowledges .

Second , I think that there are a lot of things very intersetings in this world .
Knowing thoses , allows us to understand the place and the world where we live in .
It gives us a different perception of the life , not a focused one as if we are specialized in a particular subject , that could be a very deep one but not very large .
Be this way of thinking we become more open-minded and our place in the society will be a result of that .

And finally , by having broad knowledges of many academic subjects , a specialization will occur alone and naturally .
We all have affinities for a specific domain , so by knowing a lot of things , one points will appear as more captivating than the others .
This view demand more research than if we want to specialize us in one domain , but it also permit us to compare diferrents subjects and then choose the best one for us .

To conclude , I would like to say that a wide broad knowledge of academics topics is decidely better than a specialization .
We live only one time on earth , and knowing things in a hudge range of domain is a possibility that we have the benifits of .
So , why being closed-minded and focused on one thing we suppose the best for us when there is too many fascinating things to know ?
"
