response_E,escore
"Sure first I check my friend is came or not. If my friend not came sure I will call and ask my friend and know about my friend late situation, If reasonable reason for late, sure I will wait for my friend, at the waiting time sure I will mingle with some other people in that parties, because I am also love some good conversation with good people, so easy I feel mingle with them, still my friend come sure I will speak with any others or like some music, Because I never mind to enjoy without my friend, so sure if my friend came I enjoy otherwise no need to enjoy, this is my mind. Sure if my friend delay over by over, sure I will tell and get ready to go back.",3.333333333
"Well, I am already feeling anxious because I do not like parties and meeting a lot of new people. When I see she is late I first feel irritated and betrayed because I had stretched for her to come, and she can't be on time. I would call her to see what is going on and to find out when she plans on arriving. I then would look for where beverages or alcohol are being served and would get a drink so at least I have something in my hands. AS time went on, I would start to look for a friendly face and consider engaging in conversation.",1.916666667
I would try to call her and see where she is and how much longer she will be. I would wait outside of the party until she got there and if she told me she couldn't make it I would just leave since I don't know anybody there anyways. If she said she was coming I would play on my phone away from the front entrance of the party so I wouldn't look ackward. Once she arrived I would go into the party with her and kind of hang around her until she introduced me to someone I felt comfortable talking to.,1.666666667
I would feel very awkward waiting for my friend. I would also be very mad that they were so late to a party where they invited me knowing I have not met the host. I would try to introduce myself to the host the best way I could and be friendly with anyone that I may come in contact with. I would seek out the nearest bar to get some liquid courage. And then I would rip in to my friend when they arrived. But we would have a great night in the end.,3.083333333
"Well, I might feel out of sorts, maybe I will look out for any possible person I could know to engage and of course it means I will definitely occupy myself with some drinks. While I look out for my friend I will also look out for any person wanting to get comfortable just like myself and maybe I could try start a conversation with them and if not, I will just call me friend to be there without delay. If the people are too strange I can as well exit the function for a nearby coffee shop while I await my friend so we could go back together. I'm sorry I'm not just the croud person not especially when I don't have a particular function in the gathering.",2.583333333
Firstly I will call my friend and ask him when he or she will be reaching the party. If he or she will not be able to make it to the party then I would leave the party and go home. But if he or she will be arriving shortly then I will introduce myself to the host and tell him or her about my situation. I will take some drinks and read some articles on my mobile. I will check any messages or emails on my phone. I will call some family member whom I wanted to call. I will do some online shopping.,2.666666667
"FIRST, I WILL CALL HIM WHEN HE COME TO THE PARTY, I GET TENSED SLIGHTLY WITH HIS LATE ARRIVAL, THEN I TRY TO FIND ANY KNOWN PERSON IN THAT PARTY, AND TRY TO JOIN WITH THEM. IF THERE IS ANY FUNCTIONS, OR PROGRAMS, I MAKE ATTENTION ON THEM. IF NOBODY IS FAMILIAR WITH ME, I TRY TO INTRODUCE MYSELF WITH SOMEBODY INTERESTED ME, I'LL TO MINGLE WITH THEM, IF NOBODY IS INTERESTED, I WILL FIND SOME COMFORTABLE PLACE, AND MAKE ME BUSY WITH MY PHONE- LIKE CALLS, MESSAGES, SOCIAL MEDIA. IF NOTHING IS POSSIBLE I'LL TRY TO RELAX WITH SOME GAMES IN MY PHONE, AND WAIT FOR HIS ARRIVAL.",3.083333333
I would wonder where they were but I would stay at the party. After some waiting I would then contact them via my phone. If they respond fine but if not then I would still hang around and look at the party goers. Then I would go to the food and drinks table and help myself if there is no server. After having some food and a few drinks I would then start to talk to people at the party. If they ask about my I would tell them I was invited and am waiting for my friend. Naming her might help me get some doors opened for me to pursue higher and better things.,3.5
"I would be very uncomfortable. Likely I would wait to enter the party until my friend arrived. I would also be texting them trying to find out why they are late and what their estimated time of arrival would be. If I had already entered the party I would feel uncomfortable. I would scan the room to see if I even slightly recognize anyone or see if anyone looked friendly. If possible, I would stay in the background until my friend arrived. If I was approached by someone, I would try and be friendly. I would want to make a good impression for my friend.",3.25
"I would be pretty annoyed and pretty anxious about it because I don't like being in social situations where I feel that I don't belong. I might head in for a few minutes and get a drink or two and see if I can tolerate waiting for my friend at the party without getting too anxious- maybe I know someone or maybe I can find a corner to stand in or maybe there's a cat I can play with haha. I don't think I'd spend more than 5 minutes in there without my friend unless the situation is a lot better than I expect. I'd go back outside and hang out around the corner at a cafe or even just on the street, and I'd text my friend asking them to meet me outside whenever they get there. I wouldn't hold it against them but I wouldn't be super happy.",2.583333333
I wouldn't really care that much. I am there to support my friend and I don't really care about the party so I would just wait for him or her to arrive and go in to the party with my friend. I would probably text my friend to find out when she would be there and just chill in the car listen to a podcast and smoke some legal weed. That way in wouldn't feel nervous around a bunch of people I don't know. I would get mad people are late all the time and I'm sure she had a good reason maby she was just stuck in traffic or something.,3.75
"I think I will try stay calm when it comes to know he was late to the party. And I get thoughts like he was not genuine and he was not respect to peoples whose waiting for them and I will react him when he is arrived to the party. And try to talk someone to reduce my lonely and talk about whose invited me to the party. May be it was worked for me to talk someone, because may be he know him. But anyway my thoughts are getting irritated by late of him.",3.333333333
"I would look around for people I knew. Depending on who was there, I would go over and talk to them while waiting for my friend to arrive. I would also seek out an alcoholic beverage as it might loosen me up and make me feel friendlier. Barring that, I might also scroll through my phone to look busy. I also have a tendency to wait in line for the bathroom if I am bored or uncomfortable at a party, even if I really don't need to use it. Depending on the length of time that has passed, I may text my friend to find out where she is. I may start setting deadlines Ie, if my friend is not here by this time, I will leave.",3.583333333
I would feel a bit uncomfortable because I do not personally know the host. I would be upset that they are late and not here. I would get something to drink and eat and stand somewhere where there's a large group of people. Then I would try to strike conversation with someone or join in a group and introduce myself. I would try to do my best in order to not just me silent and make friends with everyone. Hopefully this will make time for by faster untill my friend gets to the party.,2.75
"This would be a very awkward situation. I would probably hang out towards the outskirts of the crown and size people up. Once I have a feel for the crowd, I would slowly start to make my way into conversations and introduce myself to others. I would probably work the crowd slowly until my friend arrives. Once he or  she gets there, I would rely on my friend to introduce me to other people. Since I am a stranger to everyone, I would probably not be too forceful in getting into conversations with people, as I am sure they are all wondering who the new guy is in the room.",2.833333333
"I hate being in this situation! I always feel a little betrayed because I went out on a limb for someone and they didn't follow through. First, I would see when they were going to be there. If it was going to be a long time, I would wait outside in my car-- it's super awkward talking to people you don't know, and you feel like an intruder on someone else's good time. If they were going to be there quickly, I'd go inside and mingle with some people, since this party is important to my friend. I'd try to have a drink for myself and possibly a drink ready for them when they got there.",2.583333333
I feel calm to wait for my friend simply sit and I watch the parties because I like to watch and enjoy the situation I want to how they planned for a party how they conducted this curiosity I has after that I like some types of host their style prounciation and styles I like it very much I want to see the party. After that I like lightings and night time climate this gives some energy or mind free relaxation so I am not scold for my friend. Every situation we want to learn one lesson or enjoy the situation.,3.166666667
"I would be freaked out. I don't like to make new friends. I would feel like leaving, but I would stay there. I would text my friend and complain about it. I would text my other friends and tell them what happened. I would talk badly about the friend that is late. I would go outside and act like I am on my phone to avoid people. I would then go find some alchohol to drink so that I would get up the courage to talk to peple that I don't know. I would then walk aroiudn and find someone to talk to until my friend showed up.",2.25
"When I arrive to the party and notice that my friend is not there, I would naturally be disappointed in them since they did not keep their end of the promise. I would also text them and see if they are still planning to come or not. While I wait, I would proceed to enter the party and say that I am a friend of a friend that was invited. If no one was there to formally greet me, I would go ahead and proceed into the party. I would mingle around and get a lay of the land and see if I recognize anyone or find someone I could strike up a conversation with.",4
This would be a tough situation. Initially I would feel quite fearful and nervous. I may ask people online what they think. I may also call my friends to see what they would do in the situation. I would take advice accordingly. I may also exert some self will and just go in there and be honest and let the people know who I am and what I am doing there. I may talk to others to bide some time and get to know the other people. I may also just be patient and wait for my friend. I may also pray on the situation before entering the event.,2.75
I would feel very uncomfortable in this situation. I guess I would feel awkward because of not knowing the people at the party. I would look around and survey the room and the people in it. I might find the place where the drinks are served and at least get a drink. Then I would probably find a spot to stand where I could have a view of the entrance so I would notice when my friend arrived. I would be wishing that my friend would get there soon so I would not feel so out of place.,3
"I'd play it by ear, depending on how long I expect my friend to take before showing up, how much social activity is going on around me, whether I'm noticed and engaged in conversation etc. If my friend is expected to show up within 15 minutes or so, I'd probably keep to myself until then. If there's enough social interaction between other people such that it's clear that I'd be seen as an awkward wallflower for keeping to myself, I'd probably introduce myself to the host and ask what I can do to help. I'd then either help as offered if there is, or use the introduction as a springboard to start interacting with at least one or two other people.",2.333333333
"I would make a call to my friend to let them know I am there and waiting for them. Since I don't know the host I would probably wait outside for a while until my friend arrived. If they say they can't show up due to some unforeseen circumstance, I would go into the party and introduce myself to the host and explain that my friend is not able to come. I would try to make conversation with some of the other guests and find out a little more about them, and let them know who I am and why I am there.",3.416666667
"I would feel frustrated that my friend is late. I would wait outside of the party location standing and looking towards traffic or road to see if my friend's car is showing up. Consistently checking my watch or phone to see how much time has passed. I would also text or call my friend to see where he's at probably every 10 minutes or so. I wouldn't even look towards the party location. Hopefully it is not very cold and I wore warm clothes. I would wait 30 minutes for friend and if my friend doesn't show up, I'd leave.",1.75
"I go to party on time if I see my friend is not there she didn't come on time so I just sit alone and I wait for my friend and I do call to my friend then I call to her I told her to come soon, after that I try to talk other people or I use my mobile to do chit chat with others. Until she comes if she takes more time to come that makes me angry on my friend I do another call to her and ask when you coming and how much time you need. If she says comes in 5 minutes I will wait for her or else I just return to my home from the party.",3.666666667
"I feel some way disturbed. Any way I have to keep my promise. So I will be there for my friend and stay there till he arrives. In the time being, I will try to make friendship with others near by me. I will initiate talk. If it works, then okay. The time will go. If they are not interested, I will try to sit in some corner of the place and keep engage my smart phone. It is a very good friend of me. I can sit there till my friend arrive. It is a good time killer. I always use my smart phone to kill my spare time.",4.416666667
The first thing I would feel once I realize my friend is not there is a combination twang of awkwardness and embarrassment. I have always beenType Apersonality when it comes to hosting someone at an event. I would think to myself what kind of person invites someone to an event but is late. I would then try to find a corner of the room to be by myself. While in that corner I would twiddle away on my phone pretending like I need to check something. Once I saw my friend I would wiggle my way over to them.,2.916666667
"I just talk with the people who are already there and will confirm the event is confirmed or not and it is arranged by the friend invitee. Once I make sure everything clear I will wait until my friend come. I will not get angry instead I will spend some time to entertain in that places, I walk around the places and meet people and talk with them. Meanwhile I will call my friend and inform that I a already arrived and inform him that I am waiting for you only, Once he confirmed that he will come by at what time, I will repeat my process until he arrive. Still I feel happy to attend the party and will enjoy.",3.5
I would feel quite shy and awkward at first since my friend is not there. He is suppose to support me and introduce me as someone he personally invited to the party. I would feel like a complete outcast. I would most likely leave and wait in my car until he arrived so that they don't think I am a weirdo or a stranger so the other people are not uncomfortable. Once my friend arrives I would plan on giving him a piece of my mind so he does not do it again.,3.25
"I feel very disappointed and hesitate. When I visit the venue I first call my friend to check how much will it take to arrive to his party. Till the time he comes I will just talk to the people around me I will introduce myself then I will ask about themselves, I will try to mingle with the people around me. I will ask some random people that how my friend got connected at, I keep the conversation flow till my friend come in to party. Talking to random people I feel very bit shy and I will thought whether other people are comfortable to talk with me or not.",3.083333333
"I would definitely feel awkward and a little embarrassed if I showed up and my friend was not yet at the party. However, I would probably grab a drink and look to make eye contact with someone while I checked my phone and or texted my friend. If possible, I would start up a conversation with someone at the party that I did not know and get to know them a bit prior to my friend arriving at the party. If my friend did not show soon and I was unable to introduce myself to anyone quickly, I would consider leaving the party early.",3.5
"Sometimes the unavoidable happens. For instance recently I got trapped in my garage. Tropical Storm Collin had hit during the night. The electricity went out. I couldn't get my garage door up so I was stuck and going to be late for a meeting. Of course, I had my cell phone in hand and was able to contact the person I was to meet. To avoid keeping someone waiting and wondering, I suggest that you always exchange cell phone numbers with the person in case the unexpected occurs. And make sure your phone is sufficiently charged. I also suggest that you contact the other person the day or the morning before you are to meet to confirm the time and the place.",2.916666667
I feel to bore really. I will wait for him without internet. There is no way to skip the situation. Because he will really expect me on there. If I skip the meeting he will get upset. So I should wait for him at the same time I can't mingle with the party because there is no one knows me and not familiar with the crowd so I will wait for him. I feel so much irritation and upset also but there is a limit for waiting if he take too much time to arrive I will go with too angry.,2.75
"Since I was already inside the party, I would try and mingle with other people by making small talk and introducing myself as the friend of the individual reference. I would definitely feel a little bit awkward since I wouldn't know anyone there but there would be nothing I could do about the situation. I would text my friend to see when they would be arriving to see how long I would be on my own. Once they got there I would stick closer by them and talk with others at the party too. Afterwards I would let my friend know that being late made me very stressed out, and in the future to keep me apprised if they are going to be late.",3.5
I would be at the height of being uncomfortable. I would start to feel hot and nervous. I would make an excuse to go to my car and sit in there until my friend showed up. I would probably call and text them over and over and ask where they were. If I would have stayed in the party I would have gone to the bathroom and stayed in there or if that couldn't happen I'd go to the kitchen or anywhere I could not be noticed. If the people had a dog or cat I would have played with it in a corner somewhere until my friend showed up.,3
"I would feel pretty awkward in this situation. I would try to look for someone I knew, or at least was the slightest familiar with and speak with them. If I couldn't find anyone to talk to, I may wait outside for my friend. I feel like after a few minutes of trying to look for someone, I would wait outside for my friend. I would feel very out of place in this situation. I'd likely be playing on my phone while waiting for my friend. I may even find myself texting or calling my friend, asking when they are going to arrive. I would do whatever I could to try to make the situation less awkward.",2.333333333
"The first thing I would do is make a self-deprecating joke and introduce myself to the host. I have been in similar situations, particularly networking for work, before and am quite comfortable introducing myself and making small talk. I would simply make sure that the host knew that I would be expecting someone and was there as an expected guest. I would likely make my way around to scope out the situation and see if there was anyone in a similar position- I'd be likely to approach them and introduce myself while I waited for my friend to arrive. I wouldn't butt in to any other conversations, but would not feel awkward or uneasy in this situation.",4.416666667
"I'm just going to spend the rest of the night on my phone. I'll just find a quiet area and watch youtube videos or something. I'm not super excited to show up as a stranger at a place full of people who didn't invite me, so I'm just going to mess around in the background until they show up. If they take a while, I might go somewhere else and get something to eat, maybe check in on my friend. I'd see if they're just running late of just not going. I'd hate to spend the entire night there only to find out that my friend was never going to show up anyways.",2.666666667
"I would not be happy about going to the party. As parties are not my idea of having a good time. But, if when I got there and my friend was late, I would say hello to people and have a smile on my face. I would try to look friendly. I would probably get a drink and munch on whatever available food there was. I'd get the drink so it looks like I'm doing something as opposed to just standing there. I would possible start a conversation to with someone who looks friendly.",1.916666667
"I will wait outside for the friend to come since I have no chance of meeting anybody who knows me. After that if the friend is not arriving after long wait, I would tell him to call somebody there and recognize me and take me to the party. And when that happens then I can manage to make some friends there since I am a man who can make friends easily. And also I will contact my friend not to be late again. Actually this is an embarrassing situation for anybody. And even after sometime, he is not reaching there, I will escape from the party without the knowledge of anybody.",3.75
"when I want to attend an important party and my friend also invited to that party and we what to meet each other after a long time, but I don't anybody in that party and feel very nervous and guilty, and I don't feel familiar with the crowd of people will be attending the party, but when my friend was late ill feel some angry on him, because why he was late, and in single in that party, after that he comes ill gives warn to him. And I don't want to like that situation.",2.916666667
"well since I would not know any one at the party, I would feel very awkward and uncomfortable. I would more than likely text my friend and ask them to let me know when they arrive. Until that point, I would more than likely wait inside of my car until they texted me to let me know they were there. Either that, or I would text my friend to let me know when they arrived at the party, and until they texted me, I would wait outisde of the party. Either way I would feel super uncomfortable and awkward as I waited. I would maybe regret going to the party as well.",1.333333333
"I would locate or ask who the host is and introduce myself and say the person who invited me isn't there yet. I may engage in small talk with the host, usually, if they start talking first, or I may tell the host that I'll get a drink or snack if available and mingle about looking for someone I may happen to know. After about 20 minutes, I'll call my friend if he or she hasn't arrived yet. If he or she will not be getting there at all, I'll stay another 10 to 15 minutes unless I run into someone I know. Or happen to be engaged in conversation with someone or an activity there interests me.",1.833333333
"I would feel totally awkward and uncomfortable. I don't know anyone there and I'm a total stranger. Maybe I'll try to go in there and hang out alone and grab a drink or something, but I'll likely wait outside or in my car till the friend arrives. I'd likely be constantly texting or calling the friend asking where he is. I may even just drive away and go to the local market to kill time and arrive a bit later when my friend is already there. I guess while there, I can pick up items for the party as well. This would make me be seen as friendly and sort of help break the ice.",2.583333333
It is one of the uneasy situation for anyone. Because we do not know anyone in the crowd and no one knows about me as well. It is very uncomfortable situation for anyone for that matter. As soon as I reached I try to call my friend and find out what time he could reach the party place. If he comes bit late then I might think to go out and have some cool drinks in order to pass the time. If he can reach the party place withing short period then try to spend the time within that place until my friend arrives. May be I will browse on my mobile or call any of my friend to pass the time.,3.666666667
"I would feel extremely uncomfortable arriving at a party without the one person I am familiar with being there. If possible and if I had not already been spotted, I would leave discreetly without stopping my car and come back a little later, once I'm assured that my friend is there. If already spotted, I would have to go against my nature and go out of my way to start a conversation with strangers, although I feel like I am terrible at making small talk with people I do not know. It would not be fun.",2.333333333
"I would feel a little irritated that my friend wasn't on time, especially if he or she hadn't sent me a text or something to let me know. I generally find it kind of annoying and rude when people are late. I would probably feel a little uncomfortable since I didn't know the group of people at the party. I would definitely want to get a drink while I waited, since I think that could help me feel more comfortable. If there were snacks, I might have a snack too. I would try to meet a few people at the party while I waited.",3.416666667
"I would probably feel awkward at first if I brat my friend to the party. I would do a quick walkthrough the party to see if there if anyone else I might know. If there is, I would go talk to them. If not I would look to see if I can find somewhere to get a drink. If anyone asked who I was I would explain the situation and not linger in conversation. If it was very awkward, I would go to the bathroom and call my friend to see where he was. If it was still going to be a while, I may even leave and drive around until my friend got there.",3
"I would feel a little a little annoid that my friend did not arrive on time and I had to socialize with people I did not know at the party. While I waited I would see if they were serving alcohol and also see what food they are serving too. If I get a little tipsy I might even try to find some hot chick to talk too while I am waiting for my friend to arrive so the night is not shot after all. I can not believe that my friend is late for his own party, if I knew he would be late I might have shown up later so I would not have to deal with the people I did not know.",4.083333333
"I will just wait outside at a nearby cafe or bar till they arrive. I don't think I am comfortable attending by myself especially if I wasn't invited in the first place. I would pre game or chill, I think a cafe would be better and caffeine it up since I always get so sleepy. Touch up my dress and makeup and make sure I look cute and approachable but stylish. I don't think I would be that annoyed with my friend but honestly I think we would of met before hand and attend the party together in the first place instead of arriving separately.",2.916666667
I would feel irritated that they were late after all I did take time of my life to go to this with them. I would mostly stick to myself though I would still make small talk if anyone tried to talk to me. There would be no point in being rude to people just because I didn't know them. I would text or call my friend to see where they are and how long they would be. I would keep myself busy by doing things on my phone while I waited. That way I could at least be doing something instead of just sitting there doing nothing at all but waiting.,1.75
I would call my friend and see what the delay is all about and be sure they are still coming. Then after that I would go inside and introduce myself to the host of the party. I would feel uncomfortable at first but try to mingle. After introducing myself to the host I would go to the refreshment table since that is a good place to meet people. I would get something to drink and see if there is anyone I could chat with at the table. I would then see if they would introduce me around. I would watch closely for my friend until they come.,4.666666667
"Depending on how comfortable and alert I'm feeling that night, I would most likely wait for them outside the door. I'd probably go on my phone for a bit, find out what time they're due to arrive. If it's going to be a while and I'm not comfortable waiting outside, I'd go inside, and try to find any kind of familiar face, or someone who's standing around alone, and approach them to strike up a conversation. I would probably also grab a drink to loosen my inhibitions and find someone to chat up in the meantime. If not, I'd most likely just stand around on my phone until they arrived to introduce me.",3.666666667
"I would feel a little nervous about being there by myself and I would check my phone to see if there's a message from her. If there's not I would send her a message and ask what time she expects she might be there. I would probably go back outside and sit in my car if I drove until I know she has arrived and then we can go in together. If that's not an option, then I would look around the room and move about, making eye contact with people and smiling. I might walk up to someone that's by themselves and start some small talk, introduce myself until my friend arrives.",3.083333333
"I will feel extremely disappointed to see that my friend is late. I will consider it to be an inappropriate and shameful thing to attend a party without an invitation. For the same reason, I will not introduce myself either to the host or to anybody present there. I will look for a quiet place in a corner where people will not notice me. Since I have already reached the venue, I will wait for my friend for some time. I will be looking eagerly at the entrance to see if my friend appears or not. If, even after a reasonable time, my friend doesn't turn up, I will try to contact my friend to check if he or she is coming to the party or not. If I get a yes reply, I will wait further and if the answer is no, I will quietly leave the place unnoticed by others.",3.75
"Knowing that my friend is late, I would probably grab some food if it is available at the party in order to keep myself busy. I would most likely find a not so busy spot in some corner of the house where I would be able to scroll on my phone uninterrupted. If there is a bathroom in site, I would stall for time in the restroom and then text or call my friend about where he is at. If he is still not here after about half an hour, I would go home assuming nobody has approached me to chit chat at that point.",2.166666667
"I avoid situations like this because these things have happened to me in the past. If there were to happen as it has before, I would typically go somewhere in the party where there aren't a lot of people, like a chair or stool on the side and not in the middle of the party. I would also consider going back in my car and waiting for my friend to arrive. If I haven't gotten out of my car and she isn't there yet, I would rather just wait in the car that way I don't have to be awkward.",2.583333333
I will feel bad for myself for arriving for the party before my friend and hesitant to go into the party without my friend. I will try to phone my friend and ask him how long it will take him to arrive at the party and depending on the time I will go for a small walk around the neighborhood till my friend comes and join me. If it will take more than 30 mins then I will probably will go to a coffee shop and have a coffee there and spend time on Social media like Facebook or Instagram while I wait for arrival of my friend.,1.666666667
Since I am not really a big fan of going to parties at all and I am not all that fond of being with people that I do not know at all I would feel really uncomfortable when I became aware of the fact that my friend was late. I would most likely wait in my car until my friend arrived at the party. This type of situation would probably leave me feeling quite anxious since I sometimes struggle to come up with conversation in these types of situations. I become very self conscious and over think everything. If my friend was more than a little bit late I might even leave.,2.416666667
I would feel normal and would not think of anything special about the situation in particular. I would treat it as a fun social gathering and would remain calm and content throughout. I would walk around and mingle with anyone I come across but would not intrude into anyone's way or conversation. I would check up on my friend to see when they would be arriving and would use their absence as an opportunity to meet new people and see what other's have in common with myself and how they may know of my friend.,3.833333333
"Initially I would feel a little awkward, though I would resign that I am there and my friend is coming so I need to make the best of the situation. I would find the host of the party and introduce myself. Then I would make small talk and ask the host if I can be of any assistance or if she. He would mind introducing me to some other people. I suppose I would grab a drink or snack. Then immerse myself within the others at the party. I imagine I would be able to find something in common with the people at the party. And given that it is an important party for my friend maybe say some great things about her to others.",4.333333333
If I got to the party and realize that my friend is not there I would call on the phone and see where they at and how much longer will they be before they get to the party. I would go to the bar and grab a drink or the area they have the drinks. Look around and see if there a familiar face at the party at all. If not maybe talk to a few people or find a table and just chill out and wait on my friend to get there. I will probably take a couple of selfies and pictures of the party that I found interesting.,2.416666667
"I would wait for my friend in the car. I would text my friend and ask what her ETA is and I would not go in by myself. It would be awkward ot go when it's not me who was invited to the party. It would be weird for me to show up without being invited. I would be a little made because my friend is late. I would try to understand though that things happen. However, I would be irritated. When my friend gets there then we can enter the party together.",4.25
"Try to tell loud speech to my friend. After he not see then try to his actions divert. Once he change situation try to sign songs. If not see try to next action. Make any drama divert his vision. Sometimes try to fight. It just so happened he also wondered how I was and what I was up to. After our talk, it's like we never lost a beat. We took some time to bring ourselves up to speed, but we ultimately fixed our friendship. Reflecting on my experiences taught me some valuable lessons about how to fix friendships.",3.166666667
"I as I arrived I will introduce myself to as many people as I can just to be polite and grateful for the invitation I will let the host know who I am and that my friend is late. After the introduction part I will really try to get my self a drink and find a place to seat down for me and my friend that is late. I will probably browse my phone for periods of time just to make the wait feel litter and not get desperate for my friend. I will try to get comfortable in the meantime at the party, after a while I will try to find out what happened to my friend why is he late.",3.583333333
"I would want to impress my friend by working the room and networking. It would make me very uncomfortable, but my will to impress my friend would outweigh that fear. I'd muster up the courage to approach some people most likely women. They're the easiest to talk to for me. I'd ask about their hair or jackets and make general small talk. I'd try to find a group to attach myself to and stick with until my friend showed up. I'd tell them I'm waiting on someone and hope they knew her.",2.75
First I will be blinking but go inside in a hope that some known persons will be there. After going if I find someone I feel like I am more happy and accompany with them till my friend comes if not I will be sitting and watching functions alone. I like to explore peoples how they behave and how they dress up. In India we dress up grandly for finctions with different colors and ornament. I will be seeing it happily. Even if I don't know anyone I will watching others happily with little worry.,3.666666667
"I would hate this situation and honestly, I may leave the party. I am okay around familiar people but I would not feel this way in a party situation where I do not know anyone. I might wait and hover around for a while until my friend would arrive. I try to not arrive at a party or social gathering myself so I would try to avoid this and insist on meeting up with my friend before she arrives. I would also possibly wait in my vehicle until she arritves as well.",2.5
I feel very sad and I have to manage this situation. But I have to wait for my friend. Then I will call my friend through my mobile phone. If he is late after this time then I feel very disappointed. But he is actually a punctuality person. If he late then he have some problems. So I have to manage it. Then I call the mother of my friend and ask about the situation. If it is very important then I adjust. Otherwise I wait for him. If it is emergency then I also leave from the party and go to meet my friend.,3.333333333
"I attend the party after a little late, because the crowd is not familiar to me. Next I after I reached the party place I am in search of persons at least I know around the group of people. If anybody is there I introduce myself and I gather the additional information about the party and major persons of the party leading persons. After I make a call to my friend and know the current position my friends arrival, ask him to reach the place safe and early. I explains the uncomfortable moment around the party place. I make comedown myself and try to mingle with others in overcoming situations. After my friend reach we both mingle the party and discuss the needs.",3.5
"I probably wouldn't even enter the party until I confirm my friend is there. In that case, I wouldn't mind that they were late. But if I had already gone into the party, I would first waste some time in the bathroom. Then I would attempt to act natural and seek out someone I have at least met before, put on my best smile and greet them as if I was thrilled to see them. If that turned awkward I would go back to the bathroom to waste more time and call my friend. If they were going to be more than a few minutes, or I couldn't get in touch with them, I would likely either leave altogether or go sit in my car.",3.583333333
"I am basically scared to be in large crowd. I will be totally irritated to know that my friend not yet arrived on time. So I will come out of the place and look for nearest cafe to wait for some time until my friend reach the party place and call me. Of course I will leave her a message to let her know, I reached and waiting nearby for her. Then wait there for half an hour. If in case, I couldn't find any cafe or resting place nearby, If in case, I couldn't find any cafe or resting place nearby, I will get inside the party hall and try to find someone who can remember me or know my name, if nothing works out, I will start back to my home.",3.333333333
"when I arrived the party, my friend is not there little bit I got irritated and control my self from the situation. I roam around the party and make a smile in my face around the people who are all in the party. Simply I take my phone and watch youtube, facebook, whatsapp and other social networks and enjoy the time. Then I will go to the dining room and eat the foods what I like. Again I repeat the same things as mentioned above until my friend comes. When he comes we make a good conversation and wishes each other and enjoy the party.",3
"I would go in my car and call my friend to find out why she's late and how long she is going to be. I would be pissed off if I had to go into the party to see that she wasn't there. I would be les mad if I could tell she was late but just not seeing her car there yet. I wouldn't be happy that I probably didn't even want to go to the party in the first place, and now she's making me wait. Depending on how late she is and how much longer she's going to be, I may just tell her I'm going home.",4.333333333
I think I will just mingle with others. I actually pretty good in starting a conversation with stranger especially those that I don't have to meet again. I think I will try to see if I could find other people who knows my friend and at least we could have a common topic. If I can't then you can always start talk with others about weather or food. I can also imagine myself perking up my ears and see if there is any conversation going around sounds interesting to join in.,3.333333333
"In such a situation, I would immediately call my friend over the phone and urge him to come as soon as possible. At the same time I try to sit quietly in the venue. I will try to talk about any matter with a smile to those who are as near as possible. In doing so, I would tell them that I was here for my friend, and we would start our conversation and try to be friends with him until my friend arrived. And make sure there is a tense situation when it's time for him to arrive. I would talk to her again over the phone, forcing her to arrive early.",3.916666667
I would feel nervous and apprehensive about going in by myself since I don't know anyone. I always feel awkward and don't do well in conversations if I don't know the people well. I would text my friend to let them know I'm there. I would probably end up waiting in my car listening to music and checking my social media. Hopefully she would show up soon. I don't want people to be staring or wondering who I was and I why I'm there. I usually end up sweaty and very self conscious.,2.166666667
"It depends on how big this party is. If this is a big party, I would probably slink to the back and wait quietly until my friend arrived. If it was a loud party though, I might not even stay. If it was a small gathering though, I would definitely leave. Immediately. I probably wouldn't even go inside unless I confirmed that my friend was already there. And even then, I might ask him or her to come open the door so that I don't have to walk in alone. If my friend was late and didn't show up in the first ten minutes, I would leave regardless of the size of the party. What often happens to me though is that some kind extrovert sees me standing alone and pulls me into a conversation. If that happened, I would join the conversation.",1.75
"I would totally feel awkward in this situation. I do not like trying to get comfortable with new people when I don't have someone I already know there as I'm a very quiet person. I would most likely just wait in my car until my friend arrives, or hang back and just listen to other people until they arrive if I was already inside. I really suck at small talk, so I wouldn't be looking to try and start any conversations as I wouldn't really know what to say at all and would just feel totally weird. If they were going to be too long, I might even just leave.",2.25
I would feel kind of odd showing up to a party that I wasn't really even invited to and where I did not know anyone. I would feel very awkward being there without my friend. I might wait outside in my car until my friend showed up. I would give her a few minutes and then give her a call to see if she was still coming. If I still didn't hear from her a few minutes later I would probably leave the party. It's rude to ask someone to come to a party that they really didn't want to attend and then not show up on time yourself. I would be slightly irritated at my friend for not being there when they said they would be and knowing that they were leaving me in an awkward situation.,3.166666667
